"id","name","status","city_id","zipcode","address","neighborhood","term","term_ended_at","term_status","execution_percentual","execution_end_at","type_of_education","type_of_project","type_of_work","work_classification","fnde_value","funded_by","document","entity_name","bidding_modality","bidding_number","bidding_homologated_at","contract_signed_at","contract_end_at","contract_value","inspected_at","inspection_status","observation","paid_value","paided_at","created_at","updated_at","latitude","longitude","deleted_at","clean_name","execution_start_at","schedule_image","visible","official_lat","official_long","geocoder_city","geocoder_address"
1006337,"LAGOA DA VACA - Surubim - PE",1,82,55750000,"LAGOA DA VACA","RURAL                                                                                               ","17573/2014","2018-08-28",2,67,"2018-08-12",1,10,3,1,"942048.78",1,"11361862000166","PREF MUN DE SURUBIM",7,"61","2014-12-30","2014-12-30","2018-08-12","974179.72","2018-07-05",1,"","612331.71","2018-05-31","2017-03-05 18:07:01.81428","2018-07-27 21:10:12.591184","-7.8589469","-35.8083227","","Lagoa da Vaca","2014-12-30","",False,"-7.8589469","-35.8083227","Surubim","PE-090"
1006388,"PAC 2 - CRECHE/PRÉ-ESCOLA  002",1,1090,68675000,"Rua Alfredo Chaves","Bom Jesus                                                                                           ","7048/2013","2018-12-31",2,20,"2018-12-31",1,18,3,1,"1885668.96",1,"5363023000184","MUNICIPIO DE MÃE DO RIO",1,"3201700002","2017-10-23","2017-10-23","2018-10-30","1508799.94","2018-03-26",1,"","377133.8","2018-05-31","2017-03-05 18:07:02.755432","2018-07-27 21:10:15.98502","-2.0462457","-47.54102","","PAC 2   Creche/Pré-escola  002","2017-10-23","","","-2.0462457","-47.54102","Mãe do Rio","Rua Alfredo Chaves"
1006588,"PROINFÂNCIA - PLANALTO",1,26,62640000,"RUA JACA PARAIBA","PLANALTO                                                                                            ","7233/2013","2019-03-15",2,56,"2018-06-28",1,19,3,1,"1234014.64",1,"7682651000158","PREF MUN DE PENTECOSTE",1,"2017081157","2017-10-02","2017-10-02","2019-04-02","931279.01","2018-06-28",1,"","678731.39","2018-05-31","2017-03-05 18:07:05.556975","2018-07-27 21:10:22.922624","-3.795022","-39.2741081","","Proinfância   Planalto","2017-10-02","","","-3.795022","-39.2741081","Pentecoste","Rua Jaca Paraíba"
1006734,"Edson da Brahma - São Domingos do Araguaia - PA",1,4172,68520000,"Rua São Raimundo","Edson da Brahma                                                                                     ","18363/2014","2018-12-30",2,77,"2018-12-31",1,11,3,2,"1020546.89",1,"83211391000110","PREF MUN DE SAO DOMINGOS DO ARAGUAIA",7,"18","2014-05-13","2014-05-13","2018-12-12","1020078.61","2018-06-23",1,"","796026.57","2018-05-31","2017-03-05 18:07:07.147571","2018-07-27 21:10:27.455163","-5.5408396","-48.7304153","","Edson da Brahma","2014-05-13","","","-5.5408396","-48.7304153","São Domingos do Araguaia","Avenida Jarbas Passarinho"
1006773,"Cajueiro da Malhada",1,688,62880000,"Rua Salomão Lopes","Cajueiro da Malhada                                                                                 ","7276/2013","2019-01-05",2,95,"2019-01-05",1,19,3,1,"1234014.63",1,"23555196000186","PREF MUN DE HORIZONTE",1,"201508112","2016-01-04","2016-01-05","2019-01-05","1358808.53","2018-06-21",1,"","1147639.95","2018-05-31","2017-03-05 18:07:07.818345","2018-07-27 21:10:28.771456","-4.0932485","-38.4945893","","Cajueiro da Malhada","2016-01-05","","","-4.0932485","-38.4945893","Horizonte","Rua Salomão Alves"
1006869,"Lagoa dasCaraibas - Santa Quitéria do Maranhão - MA",1,3777,65540000,"Pov. Lagoa das Caraibas","Pov. Lagoa das Caraibas                                                                             ","22645/2014","2019-01-10",2,39,"2018-07-02",1,10,3,2,"913786.16",1,"6232615000120","PREFEITURA MUNICIPAL  DE SANTA QUITERIA DO MARANHAO",1,"2","2014-05-29","2015-01-23","2019-01-15","2731833.6","2018-07-02",1,"","219308.68","2018-05-31","2017-03-05 18:07:09.227447","2018-07-27 21:10:31.820179","-3.2826576","-42.941698","","Lagoa das Caraibas","2015-01-23","","","-3.2826576","-42.941698","Santa Quitéria do Maranhão",""
25251,"PAC 2 - CRECHE/PRÉ-ESCOLA  002",6,630,38610000,"AVENIDA UNAÍ","Centro                                                                                              ","4050/2013","2018-11-28",2,22,"2018-01-30",1,19,3,1,"1201737.61",1,"18125161000177","PREF MUN DE UNAI","","","2016-05-10","2016-05-10","2018-01-30","","2018-05-15","","","183549.5","2018-05-31","2017-03-05 18:03:41.387271","2018-07-27 21:03:00.492889","-16.0848486","-46.5589618","","PAC 2   Creche/Pré-escola  002","2016-05-10","",False,"-16.0848486","-46.5589618","Unaí","Avenida Pedro Ribeiro"
25564,"PAC 2 - CRECHE/PRÉ-ESCOLA  001",1,2980,38303285,"Avenida C-07","Residencial Canaã I                                                                                 ","4051/2013","2019-05-30",2,12,"2019-05-22",1,18,3,1,"1819026.65",1,"18457218000135","PREF MUN DE ITUIUTABA",1,"1","2018-05-04","2018-05-04","2019-09-04","1876237.06","2018-07-12",1,"","289879.56","2018-05-31","2017-03-05 18:03:47.575426","2018-07-27 21:03:12.633078","-18.9839893","-49.4377017","","PAC 2   Creche/Pré-escola  001","2018-05-04","","","-18.9839893","-49.4377017","Ituiutaba","Avenida C-7"
1018423,"ESCOLA 4 SALAS DO MARÇAL - São Benedito do Rio Preto - MA",1,1790,65440000,"VIA PRINCIPAL","MARÇAL","32799/2014","2019-03-30",2,25,"2018-07-17",1,10,3,2,"942436.55",1,"6398150000181","PREF MUN DE SAO BENEDITO DO RIO PRETO",7,"22017","2017-06-16","2017-06-20","2018-12-18","749190.75","2018-07-17",1,"","188487.31","2018-05-31","2017-03-05 18:09:35.184419","2018-07-27 21:15:58.911417","-3.337349","-43.599128","","Escola 4 Salas do Marçal","2017-06-20","","","-3.337349","-43.599128","São Benedito do Rio Preto",""
1017595,"CRECHE DO NOVO BAIRRO",8,5005,59196000,"RUA PARÁ","NOVO BAIRRO                                                                                         ","11074/2014","2019-02-01",2,0,"",1,18,3,1,"1802102.35",1,"8354896000119","PREF MUN DE PEDRO VELHO",1,"12016","2017-07-17","","","","","","","","2018-05-31","2017-03-05 18:09:24.320135","2018-07-27 21:15:35.097234","-6.4361679","-35.2231373","","Creche do Novo Bairro","","","","-6.4361679","-35.2231373","Pedro Velho","Rua Campo Santos"
1017596,"CRECHE TIPO C",6,4677,58994000,"Projetada","Centro                                                                                              ","11072/2014","2018-12-23",2,0,"",1,19,3,1,"1193834.78",1,"8942229000157","PREF MUN DE DIAMANTE",7,"32017","2017-07-20","","","","","","","","2018-05-31","2017-03-05 18:09:24.338327","2018-07-27 21:15:35.139231","-7.4246704","-38.2659456","","Creche Tipo C","","",False,"-7.4246704","-38.2659456","Diamante","Rua José Nicodemos"
1007219,"Escola de Ensino Fundamental Major Bayma - Tarauacá - AC",6,1065,69970000,"Margem direita do Rio Muru","Fazenda Capela                                                                                      ","19646/2014","2018-08-28",2,77,"2017-12-31",1,11,3,2,"1021955.21",1,"34693564000179","PREF MUN DE TARAUACA","","","2014-04-02","2014-03-31","2017-12-31","","2018-05-11","","","756246.85","2018-05-31","2017-03-05 18:07:14.674185","2018-07-27 21:10:43.69196","-8.2132323","-71.3824374","","Escola de Ensino Fundamental Major Bayma","2014-03-31","","","-8.2132323","-71.3824374","Tarauacá",""
9614,"655854 - Espaço Educativo Urbano II - ARATUIPE/BA",3,2218,44490000,"Praça José Alves da Silva","Centro","655854/2009","",2,59,"",1,10,3,2,"713276.33",1,"13796073000183","PREF MUN DE ARATUIPE","","","","","","","","","","","2018-05-31","2017-03-05 18:01:11.620965","2018-07-27 20:58:17.515764","-13.0786111","-39.0011556","","Espaço Educativo Urbano Ii","","","","-13.0786111","-39.0011556","Aratuípe","Rua Manoel Vitórino"
1007120,"Povoado de Vila Medrado - Andorinha - BA",1,3810,48990000,"Rua Comércio","vila medrado                                                                                        ","19613/2014","2018-12-31",2,93,"2018-12-31",1,11,3,2,"1019454.56",1,"16448870000168","PREFEITURA MUNICIPAL DE ANDORINHA",1,"1","2014-07-28","2014-07-31","2018-06-27","1018161.72","2018-07-05",1,"","866536.37","2018-05-31","2017-03-05 18:07:12.86251","2018-07-27 21:10:39.671454","-10.346427","-39.7439474","","Povoado de Vila Medrado","2014-07-31","","","-10.346427","-39.7439474","Andorinha",""
1002811,"ESCOLA DOIS IRMÃOS - São João do Carú - MA",4,1473,65385000,"RUA PRINCIPAL","DOIS IRMÃOS                                                                                         ","17456/2014","2018-07-15",2,27,"2017-07-19",1,11,3,2,"1008779.16",1,"1612344000114","PREF MUN DE SAO JOAO DO CARU",1,"22014","2014-05-29","2014-06-02","2016-07-21","1007030.8","2017-07-18",4,"Contrato Rescindido","201755.83","2017-09-30","2017-03-05 18:06:14.897017","2018-04-24 12:44:33.417828","-3.5368422","-46.2411617","","Escola Dois Irmãos","2014-06-02","","","-3.5368422","-46.2411617","São João do Carú",""
1007122,"NOVA TRIBUNA - Caravelas - BA",1,860,45900000,"RUA PRINCIPAL","NOVA TRIBUNA                                                                                        ","19620/2014","2018-08-30",2,42,"2019-12-31",1,11,3,2,"1021939.31",1,"13761689000119","PREF MUN DE CARAVELAS",1,"32013","2014-02-10","2014-02-17","2018-12-27","1011718.99","2018-06-23",1,"","398556.33","2018-05-31","2017-03-05 18:07:12.898857","2018-07-27 21:10:39.791128","-17.6085255","-39.8679102","","Nova Tribuna","2014-02-17","","","-17.6085255","-39.8679102","Caravelas",""
25754,"PAC 2 - CRECHE/PRÉ-ESCOLA  002",1,1089,76960970,"Rua Projetada E, esquina com F","Colina Verde                                                                                        ","4055/2013","2018-12-31",2,28,"2018-11-07",1,18,3,1,"1945352.48",1,"4092714000128","PREF MUN DE CACOAL",1,"22016","2016-06-30","2016-07-07","2018-11-07","2058914.11","2018-06-25",1,"","486366.75","2018-05-31","2017-03-05 18:03:51.327405","2018-07-27 21:03:21.397753","-11.434693","-61.4566885","","PAC 2   Creche/Pré-escola  002","2016-07-07","","","-11.434693","-61.4566885","Cacoal","Rua Machado de Assis"
1017443,"Escola nucleo 3 - Divinópolis - Cajazeiras - PB",1,2604,58900000,"Margens da Br 230","Centro","29821/2014","2018-11-29",2,3,"2019-05-22",1,11,3,2,"1020610.58",1,"8923971000115","PREF MUN DE CAJAZEIRAS",7,"32017","2017-12-15","2017-12-18","2019-01-07","1105439.58","2018-06-21",1,"","204122.12","2018-05-31","2017-03-05 18:09:22.130469","2018-07-27 21:15:31.161922","-6.8992144","-38.5270305","","Escola Nucleo 3   Divinópolis","2017-12-18","","","-6.8992144","-38.5270305","Cajazeiras",""
6714,"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Matões/MA",7,1468,65640000,"Rua Édison Pereira ","","806049/2007","",2,0,"2013-12-12",1,12,3,2,"749917.34",2,"3352086000100","ESTADO DO MARANHAO - SECRETARIA DE ESTADO DA EDUCACAO",1,"0","2013-06-06","2013-07-01","2013-12-28","749349.53","2013-10-22",1,"","","2018-05-31","2017-03-05 18:00:39.626352","2018-07-27 20:57:40.422171","-5.5944457","-43.5606946","","","2013-07-01","",True,"-5.5944457","-43.5606946","Parnarama",""
1016296,"Área Institucional - Nova Londrina - PR",1,345,87970000,"Rua Sebastião Morais","Jardim Santa Maria                                                                                  ","32467/2014","2018-11-08",2,66,"2018-08-08",1,14,3,1,"3533307.31",1,"81044984000104","PREF MUN DE NOVA LONDRINA",1,"12014","2014-10-30","2014-11-14","2018-08-08","3641211.7","2018-07-13",1,"","2119984.39","2018-05-31","2017-03-05 18:09:10.564333","2018-07-27 21:15:05.707882","-22.7712606","-52.991093","","Área Institucional","2014-11-14","","","-22.7712606","-52.991093","Nova Londrina","Rua Sebastião Morães"
1007243,"ESCOLA DE ENS. FUND. JOÃO PAULO II - Lagoa Grande do Maranhão - MA",1,2657,65718000,"POVOADO ALTO BONITO","ZONA RURAL                                                                                          ","22586/2014","2018-11-30",2,25,"2018-11-30",1,10,3,2,"918678.42",1,"1612337000112","PREF MUN DE LAGOA GRANDE DO MARANHAO",1,"12014","2014-07-21","2014-07-29","2018-11-30","3257994.68","2018-06-19",1,"","339911.01","2018-05-31","2017-03-05 18:07:15.145417","2018-07-27 21:10:44.692954","-4.7746935","-45.2618568","","Escola de Ens. Fund. João Paulo Ii","2014-07-29","","","-4.7746935","-45.2618568","Lagoa Grande do Maranhão",""
1015725,"Creche Centro",1,4392,65668000,"rua mirador e rua são jose","centro                                                                                              ","9915/2014","2018-10-10",2,9,"2017-12-31",1,19,3,1,"1209031.22",1,"1612338000167","PREF MUN DE SUCUPIRA DO RIACHAO",7,"","2015-12-23","2015-12-24","2017-06-24","1196178.2","2017-11-29",1,"","120903.12","2018-05-31","2017-03-05 18:08:59.364462","2018-07-27 21:14:42.378534","-6.463738","-43.5222313","","Creche Centro","2015-12-24","","","-6.463738","-43.5222313","Sucupira do Riachão",""
1017726,"CAPELA VELHA - Araucária - PR",9,531,83706000,"Rua Sônia Bodziak","Capela Velha","32348/2014","2018-08-20",2,0,"",1,14,3,1,"3552543.79",1,"76105535000199","PREFEITURA DO MUNICIPIO DE ARAUCARIA","","","","","","","","","","710508.76","2018-05-31","2017-03-05 18:09:26.513746","2018-07-27 21:15:40.376141","-25.5409478","-49.3906712","","Capela Velha","","","","-25.5409478","-49.3906712","Araucária","Rua Silvio Cantele"
30741,"E. M. POVOADO CAMPO NOVO",1,4062,65190000,"RUA CAMPO NOVO","RURAL","7498/2014","2019-01-30",2,68,"2018-12-30",1,10,3,2,"906858.46",1,"6240352000109","PREF MUN DE PRIMEIRA CRUZ",1,"22013","2013-08-23","2013-08-27","2017-03-03","895653.2","2018-05-16",1,"","453429.23","2018-05-31","2017-03-05 18:05:07.32985","2018-07-27 21:06:00.338573","-2.6936183","-43.3680788","","E. M. Povoado Campo Novo","2013-08-27","","","-2.6936183","-43.3680788","Primeira Cruz",""
30739,"E. M. POVOADO CAETÉ",1,4062,65190000,"AVENIDA PRINCIPAL POVOADO CAETÉ","RURAL","7498/2014","2019-01-30",2,98,"2018-12-30",1,11,3,2,"1021409.39",1,"6240352000109","PREF MUN DE PRIMEIRA CRUZ",1,"22013","2013-08-23","2013-08-27","2018-06-26","1006423.83","2018-05-16",1,"","714986.58","2018-05-31","2017-03-05 18:05:07.291272","2018-07-27 21:06:00.260018","-2.6936183","-43.3680788","","E. M. Povoado CaetÉ","2013-08-27","","","-2.6936183","-43.3680788","Primeira Cruz",""
1016584,"PAC 2 - CRECHE/PRÉ-ESCOLA  002",1,535,79170000,"Rua Yujii Miki","Sidrolar I                                                                                          ","10115/2014","2019-06-30",2,45,"2018-11-05",1,19,3,1,"1252740.26",1,"3501574000131","PREF MUN DE SIDROLANDIA",7,"3","2017-08-01","2017-08-07","2018-11-01","1128159.27","2018-06-11",1,"","463569.54","2018-05-31","2017-03-05 18:09:12.981132","2018-07-27 21:15:11.254652","-20.978471","-54.9611836","","PAC 2   Creche/Pré-escola  002","2017-08-07","","","-20.978471","-54.9611836","Sidrolândia","BR-060"
30743,"E. M. POVOADO MAIRINHO",1,4062,65190000,"RUA PRINCIPAL POVOADO MAIRINHO","RURAL","7498/2014","2019-01-30",2,69,"2018-12-30",1,11,3,2,"1020182.9",1,"6240352000109","PREF MUN DE PRIMEIRA CRUZ",1,"22013","2013-08-23","2013-08-27","2017-03-03","1011367.25","2018-05-16",1,"","408073.16","2018-05-31","2017-03-05 18:05:07.376228","2018-07-27 21:06:00.419781","-2.5096931","-43.4414515","","E. M. Povoado Mairinho","2013-08-27","","","-2.5096931","-43.4414515","Primeira Cruz",""
30744,"E. M. QUILOMBO SANTO ANTONIO",1,4062,65190000,"RUA DA ESCOLA C/ RUA SANTO ANTONIO","QUIILOMBO","7498/2014","2019-01-30",2,98,"2018-12-30",1,10,3,2,"872465.14",1,"6240352000109","PREF MUN DE PRIMEIRA CRUZ",1,"22013","2013-08-23","2013-08-27","2017-03-03","860988.52","2018-05-16",1,"","645624.21","2018-05-31","2017-03-05 18:05:07.396218","2018-07-27 21:06:00.460023","-2.6936183","-43.3680788","","E. M. Quilombo Santo Antonio","2013-08-27","","","-2.6936183","-43.3680788","Primeira Cruz",""
1002984,"EMEIF JOSÉ DO PATROCÍNIO SUBSTITUIÇÃO",1,984,68795000,"RUA 4 DE JANEIRO","ASSENTAMENTO NOVO BRASIL                                                                            ","17108/2014","2018-12-20",2,99,"2018-06-30",1,11,"",2,"1020663.93",1,"5058466000161","PREF MUN DE BENEVIDES",7,"20082014","2014-06-09","2014-06-09","2018-07-27","1274125.96","2018-06-18",1,"","990044.02","2018-05-31","2017-03-05 18:06:18.037823","2018-07-27 21:08:34.682161","-1.3257715","-48.2302998","","EMEIf José do PatrocÍnio Substituição","2014-06-09","","","-1.3257715","-48.2302998","Benevides",""
1002990,"2 - Escola Povoado Barro Vermelho - Aroazes - PI",4,4399,64310000,"Rua de Escola","Povoado Barro Vermelho                                                                              ","17579/2014","2018-06-25",2,21,"2018-12-31",1,10,3,2,"942083.83",1,"6554984000139","PREF MUN DE AROAZES",1,"22014","2014-04-10","2014-12-22","2016-12-23","941983.1","2018-04-21",4,"Contrato Rescindido","282625.15","2018-03-31","2017-03-05 18:06:18.155023","2018-05-28 21:18:35.204345","-6.1110887","-41.7920024","","2   Escola Povoado Barro Vermelho","2014-12-22","","","-6.1110887","-41.7920024","Aroazes","Avenida Vinte e Sete de Fevereiro"
1003024,"Terreno Boa Vista - Quatipuru - PA",3,1714,68709000,"Travessa São Miguel","Quatipuru                                                                                           ","17536/2014","2016-01-31",1,34,"2016-05-13",1,11,3,2,"1020933.51",1,"1612367000129","PREF MUN DE QUATIPURU",7,"2201400001","2014-07-16","2014-07-17","2017-02-11","1016706.7","2016-05-13",1,"","306280.05","2018-05-31","2017-03-05 18:06:18.646565","2018-07-27 21:08:36.036634","-0.8150544","-47.0267258","","Terreno Boa Vista","2014-07-17","","","-0.8150544","-47.0267258","Quatipuru","Rua São José"
1015993,"Santa Terezinha - Tonantins - AM",1,2371,69685000,"Comunidade de Santa Terezinha","ZONA RURAL                                                                                          ","30288/2014","2019-01-27",2,61,"2018-11-22",1,9,3,2,"242316.93",1,"4628608000116","PREF MUN DE TONANTINS",1,"3","2014-09-26","2014-09-29","2018-04-18","241353.4","2018-06-26",1,"","142966.99","2018-05-31","2017-03-05 18:09:04.624373","2018-07-27 21:14:53.738347","-2.7915832","-67.6662231","","Santa Terezinha","2014-09-29","","","-2.7915832","-67.6662231","Tonantins","Rua Manoel Padilha"
1016017,"POVOADO DE PONTA D ÁGUA - ESCOLA 06 SALAS - Sento Sé - BA",1,929,47350000,"Praça Maria Mafalda","ZONA RURAL                                                                                          ","31094/2014","2018-11-20",2,30,"2019-12-29",1,11,3,2,"1021956",1,"13692736000110","PREF MUN DE SENTO SE",1,"4","2018-02-28","2018-02-28","2018-08-27","1094004.07","2018-02-07","","","306586.8","2018-05-31","2017-03-05 18:09:05.080198","2018-07-27 21:14:55.267517","-10.0451021","-41.7606472","","Povoado de Ponta D Água   Escola 06 Salas","2018-02-28","","","-10.0451021","-41.7606472","Sento Sé",""
25526,"Creche Bairro NOVO JUAZEIRO",6,815,63000000,"AVENIDA CASTELO BRANCO","NOVO JUAZEIRO                                                                                       ","4043/2013","2018-08-30",2,0,"",1,19,3,1,"1234014.63",1,"18736505315","PREFEITURA MUNICIPAL DE JUAZEIRO DO NORTE",1,"2015112402","2016-12-14","","","0","","","","135953.95","2018-05-31","2017-03-05 18:03:46.819733","2018-07-27 21:03:11.231881","-7.2302787","-39.2900767","","Creche Bairro Novo Juazeiro","","","","-7.2302787","-39.2900767","Juazeiro do Norte","Avenida Castelo Branco"
1017768,"N0VA JESUANIA - Amaturá - AM",1,1082,69620000,"RUA SOUZA NEVES","ZONA RURAL","31500/2014","2019-07-30",2,25,"2019-06-04",1,9,3,2,"243481.82",1,"4628723000190","PREF MUN DE AMATURA",7,"52016","2016-12-08","2016-11-25","2017-05-24","196343.36","2018-06-04",1,"","73044.54","2018-05-31","2017-03-05 18:09:27.326876","2018-07-27 21:15:42.683515","-3.4019662","-68.2385339","","N0 Va Jesuania","2016-11-25","","","-3.4019662","-68.2385339","Amaturá",""
1016284,"Conjunto Ada Bezerra Gomes - Emas - PB",1,4679,58763000,"RUA: PROJETADA ","Centro                                                                                              ","29828/2014","2018-10-17",2,46,"2019-04-30",1,11,3,1,"1020610.58",1,"8944084000123","PREF MUN DE EMAS",7,"52018","2018-06-20","2018-06-15","2019-06-10","555877.94","2018-04-03","","","459274.77","2018-05-31","2017-03-05 18:09:10.307106","2018-07-27 21:15:05.180875","-7.1059796","-37.7169897","","Conjunto Ada Bezerra Gomes","2018-06-15","","","-7.1059796","-37.7169897","Emas","Rua Projetada F"
33212,"PAC 2 - CRECHE/PRÉ-ESCOLA  004",6,377,92320750,"Avenida Rio dos Sinos","Harmonia                                                                                            ","4243/2013","2018-09-17",2,0,"2015-03-13",1,18,3,1,"2447238.48",1,"88577416000118","PREF MUN DE CANOAS","","","","2014-06-13","","0","","","","373232.6","2018-05-31","2017-03-05 18:05:38.263389","2018-07-27 21:07:05.332668","-29.9150755","-51.2095419","","","2014-06-13","","","-29.9150755","-51.2095419","Canoas","Avenida Rio dos Sinos"
6422,"700230 - Escola Projeto Padrão SEDUC-TO-Paraíso do Tocantins",1,83,77600000,"Rua Tapajós","Setor Central","700230/2008","",2,52,"2018-12-29",1,4,3,1,"9718144.49",2,"25053083000108","SECRETARIA ESTADUAL - TO",1,"7","2013-07-02","2013-09-16","2018-12-31","12267709.47","2018-06-20",1,"","","2018-05-31","2017-03-05 18:00:34.074203","2018-07-27 20:57:34.61994","-10.1793117","-48.8899765","","","2013-09-16","",True,"-10.1793117","-48.8899765","Paraíso do Tocantins","Rua Tapajós"
